Country Code,Country,Year,Series,System of trade,Value
34,Southern Asia,2018,Balance imports/exports (millions of US dollars),,"-220,070"
34,Southern Asia,2019,Balance imports/exports (millions of US dollars),,"-195,106"
34,Southern Asia,2020,Balance imports/exports (millions of US dollars),,"-159,911"
145,Western Asia,1995,Imports CIF (millions of US dollars),,"155,335"
145,Western Asia,2005,Imports CIF (millions of US dollars),,"407,407"
145,Western Asia,2010,Imports CIF (millions of US dollars),,"749,249"
145,Western Asia,2015,Imports CIF (millions of US dollars),,"953,680"
145,Western Asia,2018,Imports CIF (millions of US dollars),,"924,841"
145,Western Asia,2019,Imports CIF (millions of US dollars),,"904,050"
145,Western Asia,2020,Imports CIF (millions of US dollars),,"820,996"
145,Western Asia,1995,Exports FOB (millions of US dollars),,"154,177"
145,Western Asia,2005,Exports FOB (millions of US dollars),,"557,564"
145,Western Asia,2010,Exports FOB (millions of US dollars),,"919,156"
145,Western Asia,2015,Exports FOB (millions of US dollars),,"976,785"
145,Western Asia,2018,Exports FOB (millions of US dollars),,"1,185,757"
145,Western Asia,2019,Exports FOB (millions of US dollars),,"1,118,350"
145,Western Asia,2020,Exports FOB (millions of US dollars),,"970,592"
145,Western Asia,1995,Balance imports/exports (millions of US dollars),,"-1,159"
145,Western Asia,2005,Balance imports/exports (millions of US dollars),,"150,158"
145,Western Asia,2010,Balance imports/exports (millions of US dollars),,"169,907"
145,Western Asia,2015,Balance imports/exports (millions of US dollars),,"23,105"
145,Western Asia,2018,Balance imports/exports (millions of US dollars),,"260,916"
145,Western Asia,2019,Balance imports/exports (millions of US dollars),,"214,299"
145,Western Asia,2020,Balance imports/exports (millions of US dollars),,"149,596"
150,Europe,1995,Imports CIF (millions of US dollars),,"2,228,669"
150,Europe,2005,Imports CIF (millions of US dollars),,"4,439,990"
150,Europe,2010,Imports CIF (millions of US dollars),,"5,868,691"
150,Europe,2015,Imports CIF (millions of US dollars),,"5,730,577"
150,Europe,2018,Imports CIF (millions of US dollars),,"6,925,129"
150,Europe,2019,Imports CIF (millions of US dollars),,"6,738,585"
150,Europe,2020,Imports CIF (millions of US dollars),,"6,303,897"
150,Europe,1995,Exports FOB (millions of US dollars),,"2,320,042"
150,Europe,2005,Exports FOB (millions of US dollars),,"4,527,059"
150,Europe,2010,Exports FOB (millions of US dollars),,"5,904,975"
150,Europe,2015,Exports FOB (millions of US dollars),,"6,090,837"
150,Europe,2018,Exports FOB (millions of US dollars),,"7,184,497"
150,Europe,2019,Exports FOB (millions of US dollars),,"6,957,868"
150,Europe,2020,Exports FOB (millions of US dollars),,"6,445,831"
150,Europe,1995,Balance imports/exports (millions of US dollars),,"91,373"
150,Europe,2005,Balance imports/exports (millions of US dollars),,"87,068"
150,Europe,2010,Balance imports/exports (millions of US dollars),,"36,284"
150,Europe,2015,Balance imports/exports (millions of US dollars),,"360,260"
150,Europe,2018,Balance imports/exports (millions of US dollars),,"259,368"
150,Europe,2019,Balance imports/exports (millions of US dollars),,"219,283"
150,Europe,2020,Balance imports/exports (millions of US dollars),,"141,935"
151,Eastern Europe,1995,Imports CIF (millions of US dollars),,"161,835"
151,Eastern Europe,2005,Imports CIF (millions of US dollars),,"490,657"
151,Eastern Europe,2010,Imports CIF (millions of US dollars),,"868,649"
151,Eastern Europe,2015,Imports CIF (millions of US dollars),,"847,926"
151,Eastern Europe,2018,Imports CIF (millions of US dollars),,"1,140,350"
151,Eastern Europe,2019,Imports CIF (millions of US dollars),,"1,121,849"
151,Eastern Europe,2020,Imports CIF (millions of US dollars),,"1,081,904"
151,Eastern Europe,1995,Exports FOB (millions of US dollars),,"176,871"
151,Eastern Europe,2005,Exports FOB (millions of US dollars),,"594,285"
151,Eastern Europe,2010,Exports FOB (millions of US dollars),,"994,605"
151,Eastern Europe,2015,Exports FOB (millions of US dollars),,"1,023,967"
151,Eastern Europe,2018,Exports FOB (millions of US dollars),,"1,330,825"
151,Eastern Europe,2019,Exports FOB (millions of US dollars),,"1,286,686"
151,Eastern Europe,2020,Exports FOB (millions of US dollars),,"1,163,305"
151,Eastern Europe,1995,Balance imports/exports (millions of US dollars),,"15,036"
151,Eastern Europe,2005,Balance imports/exports (millions of US dollars),,"103,628"
151,Eastern Europe,2010,Balance imports/exports (millions of US dollars),,"125,955"
151,Eastern Europe,2015,Balance imports/exports (millions of US dollars),,"176,042"
151,Eastern Europe,2018,Balance imports/exports (millions of US dollars),,"190,475"
151,Eastern Europe,2019,Balance imports/exports (millions of US dollars),,"164,838"
151,Eastern Europe,2020,Balance imports/exports (millions of US dollars),,"81,400"
154,Northern Europe,1995,Imports CIF (millions of US dollars),,"470,870"
154,Northern Europe,2005,Imports CIF (millions of US dollars),,"937,990"
154,Northern Europe,2010,Imports CIF (millions of US dollars),,"1,122,240"
154,Northern Europe,2015,Imports CIF (millions of US dollars),,"1,132,508"
154,Northern Europe,2018,Imports CIF (millions of US dollars),,"1,300,455"
154,Northern Europe,2019,Imports CIF (millions of US dollars),,"1,290,048"
154,Northern Europe,2020,Imports CIF (millions of US dollars),,"1,200,666"
154,Northern Europe,1995,Exports FOB (millions of US dollars),,"494,552"
154,Northern Europe,2005,Exports FOB (millions of US dollars),,"913,599"
154,Northern Europe,2010,Exports FOB (millions of US dollars),,"1,045,978"
154,Northern Europe,2015,Exports FOB (millions of US dollars),,"1,045,828"
154,Northern Europe,2018,Exports FOB (millions of US dollars),,"1,204,106"
154,Northern Europe,2019,Exports FOB (millions of US dollars),,"1,158,088"
154,Northern Europe,2020,Exports FOB (millions of US dollars),,"1,066,560"
154,Northern Europe,1995,Balance imports/exports (millions of US dollars),,"23,682"
154,Northern Europe,2005,Balance imports/exports (millions of US dollars),,"-24,391"
154,Northern Europe,2010,Balance imports/exports (millions of US dollars),,"-76,262"
154,Northern Europe,2015,Balance imports/exports (millions of US dollars),,"-86,680"
154,Northern Europe,2018,Balance imports/exports (millions of US dollars),,"-96,349"
154,Northern Europe,2019,Balance imports/exports (millions of US dollars),,"-131,960"
154,Northern Europe,2020,Balance imports/exports (millions of US dollars),,"-134,105"
39,Southern Europe,1995,Imports CIF (millions of US dollars),,"400,631"
39,Southern Europe,2005,Imports CIF (millions of US dollars),,"861,881"
39,Southern Europe,2010,Imports CIF (millions of US dollars),,"1,039,442"
39,Southern Europe,2015,Imports CIF (millions of US dollars),,"925,163"
39,Southern Europe,2018,Imports CIF (millions of US dollars),,"1,185,212"
39,Southern Europe,2019,Imports CIF (millions of US dollars),,"1,135,427"
39,Southern Europe,2020,Imports CIF (millions of US dollars),,"1,009,159"
39,Southern Europe,1995,Exports FOB (millions of US dollars),,"372,435"
39,Southern Europe,2005,Exports FOB (millions of US dollars),,"660,817"
39,Southern Europe,2010,Exports FOB (millions of US dollars),,"830,354"
39,Southern Europe,2015,Exports FOB (millions of US dollars),,"886,303"
39,Southern Europe,2018,Exports FOB (millions of US dollars),,"1,104,363"
39,Southern Europe,2019,Exports FOB (millions of US dollars),,"1,075,834"
39,Southern Europe,2020,Exports FOB (millions of US dollars),,"998,453"
39,Southern Europe,1995,Balance imports/exports (millions of US dollars),,"-28,196"
39,Southern Europe,2005,Balance imports/exports (millions of US dollars),,"-201,064"
39,Southern Europe,2010,Balance imports/exports (millions of US dollars),,"-209,088"
39,Southern Europe,2015,Balance imports/exports (millions of US dollars),,"-38,860"
39,Southern Europe,2018,Balance imports/exports (millions of US dollars),,"-80,849"
39,Southern Europe,2019,Balance imports/exports (millions of US dollars),,"-59,593"
39,Southern Europe,2020,Balance imports/exports (millions of US dollars),,"-10,706"
155,Western Europe,1995,Imports CIF (millions of US dollars),,"1,195,333"
155,Western Europe,2005,Imports CIF (millions of US dollars),,"2,149,462"
155,Western Europe,2010,Imports CIF (millions of US dollars),,"2,838,360"
155,Western Europe,2015,Imports CIF (millions of US dollars),,"2,824,980"
155,Western Europe,2018,Imports CIF (millions of US dollars),,"3,299,112"
155,Western Europe,2019,Imports CIF (millions of US dollars),,"3,191,261"
155,Western Europe,2020,Imports CIF (millions of US dollars),,"3,012,168"
155,Western Europe,1995,Exports FOB (millions of US dollars),,"1,276,184"
155,Western Europe,2005,Exports FOB (millions of US dollars),,"2,358,357"
155,Western Europe,2010,Exports FOB (millions of US dollars),,"3,034,038"
155,Western Europe,2015,Exports FOB (millions of US dollars),,"3,134,738"
155,Western Europe,2018,Exports FOB (millions of US dollars),,"3,545,202"
155,Western Europe,2019,Exports FOB (millions of US dollars),,"3,437,260"
155,Western Europe,2020,Exports FOB (millions of US dollars),,"3,217,514"
155,Western Europe,1995,Balance imports/exports (millions of US dollars),,"80,851"
155,Western Europe,2005,Balance imports/exports (millions of US dollars),,"208,895"
155,Western Europe,2010,Balance imports/exports (millions of US dollars),,"195,679"
155,Western Europe,2015,Balance imports/exports (millions of US dollars),,"309,758"
155,Western Europe,2018,Balance imports/exports (millions of US dollars),,"246,090"
155,Western Europe,2019,Balance imports/exports (millions of US dollars),,"245,998"
155,Western Europe,2020,Balance imports/exports (millions of US dollars),,"205,346"
9,Oceania,1995,Imports CIF (millions of US dollars),,"76,756"
9,Oceania,2005,Imports CIF (millions of US dollars),,"161,435"
9,Oceania,2010,Imports CIF (millions of US dollars),,"247,608"
9,Oceania,2015,Imports CIF (millions of US dollars),,"251,607"
9,Oceania,2018,Imports CIF (millions of US dollars),,"297,603"
9,Oceania,2019,Imports CIF (millions of US dollars),,"282,560"
9,Oceania,2020,Imports CIF (millions of US dollars),,"266,371"
9,Oceania,1995,Exports FOB (millions of US dollars),,"71,642"
9,Oceania,2005,Exports FOB (millions of US dollars),,"134,548"
9,Oceania,2010,Exports FOB (millions of US dollars),,"253,360"
9,Oceania,2015,Exports FOB (millions of US dollars),,"235,133"
9,Oceania,2018,Exports FOB (millions of US dollars),,"309,234"
9,Oceania,2019,Exports FOB (millions of US dollars),,"323,285"
9,Oceania,2020,Exports FOB (millions of US dollars),,"301,931"
9,Oceania,1995,Balance imports/exports (millions of US dollars),,"-5,114"
9,Oceania,2005,Balance imports/exports (millions of US dollars),,"-26,888"
9,Oceania,2010,Balance imports/exports (millions of US dollars),,"5,752"
9,Oceania,2015,Balance imports/exports (millions of US dollars),,"-16,475"
9,Oceania,2018,Balance imports/exports (millions of US dollars),,"11,631"
9,Oceania,2019,Balance imports/exports (millions of US dollars),,"40,726"
9,Oceania,2020,Balance imports/exports (millions of US dollars),,"35,560"
53,Australia and New Zealand,1995,Imports CIF (millions of US dollars),,"71,338"
53,Australia and New Zealand,2005,Imports CIF (millions of US dollars),,"151,453"
53,Australia and New Zealand,2010,Imports CIF (millions of US dollars),,"232,319"
53,Australia and New Zealand,2015,Imports CIF (millions of US dollars),,"236,642"
53,Australia and New Zealand,2018,Imports CIF (millions of US dollars),,"279,271"
53,Australia and New Zealand,2019,Imports CIF (millions of US dollars),,"263,753"
53,Australia and New Zealand,2020,Imports CIF (millions of US dollars),,"249,071"
53,Australia and New Zealand,1995,Exports FOB (millions of US dollars),,"66,374"
53,Australia and New Zealand,2005,Exports FOB (millions of US dollars),,"127,740"
53,Australia and New Zealand,2010,Exports FOB (millions of US dollars),,"243,502"
53,Australia and New Zealand,2015,Exports FOB (millions of US dollars),,"222,149"
53,Australia and New Zealand,2018,Exports FOB (millions of US dollars),,"292,597"
53,Australia and New Zealand,2019,Exports FOB (millions of US dollars),,"305,917"
53,Australia and New Zealand,2020,Exports FOB (millions of US dollars),,"283,923"
53,Australia and New Zealand,1995,Balance imports/exports (millions of US dollars),,"-4,965"
53,Australia and New Zealand,2005,Balance imports/exports (millions of US dollars),,"-23,714"
53,Australia and New Zealand,2010,Balance imports/exports (millions of US dollars),,"11,183"
53,Australia and New Zealand,2015,Balance imports/exports (millions of US dollars),,"-14,493"
53,Australia and New Zealand,2018,Balance imports/exports (millions of US dollars),,"13,326"
53,Australia and New Zealand,2019,Balance imports/exports (millions of US dollars),,"42,164"
53,Australia and New Zealand,2020,Balance imports/exports (millions of US dollars),,"34,852"
54,Melanesia,1995,Imports CIF (millions of US dollars),,"3,432"
54,Melanesia,2005,Imports CIF (millions of US dollars),,"5,397"
54,Melanesia,2010,Imports CIF (millions of US dollars),,"9,665"
54,Melanesia,2015,Imports CIF (millions of US dollars),,"7,968"
54,Melanesia,2018,Imports CIF (millions of US dollars),,"9,367"
54,Melanesia,2019,Imports CIF (millions of US dollars),,"9,476"
54,Melanesia,2020,Imports CIF (millions of US dollars),,"8,271"
54,Melanesia,1995,Exports FOB (millions of US dollars),,"4,039"
54,Melanesia,2005,Exports FOB (millions of US dollars),,"5,199"
54,Melanesia,2010,Exports FOB (millions of US dollars),,"8,112"
54,Melanesia,2015,Exports FOB (millions of US dollars),,"10,998"
54,Melanesia,2018,Exports FOB (millions of US dollars),,"14,467"
54,Melanesia,2019,Exports FOB (millions of US dollars),,"15,165"
54,Melanesia,2020,Exports FOB (millions of US dollars),,"15,855"
54,Melanesia,1995,Balance imports/exports (millions of US dollars),,607
54,Melanesia,2005,Balance imports/exports (millions of US dollars),,-197
54,Melanesia,2010,Balance imports/exports (millions of US dollars),,"-1,553"
54,Melanesia,2015,Balance imports/exports (millions of US dollars),,"3,030"
54,Melanesia,2018,Balance imports/exports (millions of US dollars),,"5,100"
54,Melanesia,2019,Balance imports/exports (millions of US dollars),,"5,689"
54,Melanesia,2020,Balance imports/exports (millions of US dollars),,"7,584"
57,Micronesia,1995,Imports CIF (millions of US dollars),,897
57,Micronesia,2005,Imports CIF (millions of US dollars),,"2,379"
